0.00740979,0.0106314,0.0106314,0.0141753,0.0125644,0.00934278,0.00998711,0.00676546,0.0122423,0.0109536,0.0122423,0.0119201,0.0144974,0.00998711,0.0109536,0.00902062,0.0122423,0.00934278,0.0154639,0.0270619,0.0228737,0.0161082,0.0103093,0.00902062,0.00902062,0.0177191,0.0225515,0.0557345,0.0583119,0.0228737,0.0138531,0.00934278,0.0103093,0.0173969,0.0183634,0.060567,0.0618557,0.0206186,0.0125644,0.00902062,0.00708763,0.0154639,0.0154639,0.0206186,0.0238402,0.0183634,0.0164304,0.0106314,0.0103093,0.00869845,0.00805412,0.0106314,0.0103093,0.00966495,0.00805412,0.0109536,0.00934278,0.00966495,0.00773196,0.0122423,0.0112758,0.0103093,0.00998711,0.00902062,3104
0.00636943,0.0127389,0.00764331,0.011465,0.00636943,0.00764331,0.011465,0.00509554,0.0101911,0.0203822,0.0178344,0.0203822,0.0101911,0.0089172,0.0140127,0.00509554,0.00636943,0.0140127,0.011465,0.0229299,0.0127389,0.0140127,0.0089172,0.00764331,0.0127389,0.00636943,0.0152866,0.0866242,0.0738854,0.00764331,0.00636943,0.0140127,0.0140127,0.0127389,0.0191083,0.0687898,0.0828025,0.011465,0.0191083,0.0101911,0.00636943,0.00509554,0.0152866,0.011465,0.0165605,0.011465,0.0089172,0.0101911,0.0089172,0.011465,0.00636943,0.0127389,0.00764331,0.011465,0.011465,0.0127389,0.0127389,0.0089172,0.00636943,0.0152866,0.0165605,0.0165605,0.0127389,0.00764331,785
0.00752823,0.00627353,0.0112923,0.00376412,0.00878294,0.0125471,0.0112923,0.00878294,0.00752823,0.0125471,0.00752823,0.0150565,0.00752823,0.02133,0.00501882,0.0125471,0.0112923,0.0175659,0.0138018,0.02133,0.00878294,0.0138018,0.00376412,0.0125471,0.00752823,0.0138018,0.0163112,0.0727729,0.0627353,0.0288582,0.0125471,0.00878294,0.00752823,0.0112923,0.0200753,0.0840652,0.0752823,0.0125471,0.0138018,0.0112923,0.0125471,0.0238394,0.0150565,0.0150565,0.0163112,0.0100376,0.00878294,0.0125471,0.0138018,0.00501882,0.00752823,0.0112923,0.0112923,0.0138018,0.0112923,0.00878294,0.00752823,0.00752823,0.0112923,0.0163112,0.0125471,0.0100376,0.00752823,0.00878294,797
0.00821745,0.00711125,0.00884956,0.0110619,0.0131163,0.0128003,0.0135904,0.0124842,0.00742731,0.01122,0.0137484,0.0143805,0.017225,0.0154867,0.0139064,0.0128003,0.00884956,0.0129583,0.0148546,0.0195954,0.0358723,0.0268647,0.0244943,0.0131163,0.0085335,0.00869153,0.0151707,0.0306574,0.062737,0.0518331,0.0235461,0.0164349,0.00647914,0.00995575,0.0158028,0.0235461,0.0380847,0.0361884,0.0192794,0.0128003,0.00821745,0.00900759,0.0101138,0.0146966,0.0218078,0.0195954,0.0161188,0.0128003,0.00695322,0.00948167,0.0109039,0.0121681,0.0123262,0.0126422,0.0105879,0.011536,0.00489886,0.00948167,0.00774336,0.00916561,0.00995575,0.0101138,0.00869153,0.01122,6328
0.0097629,0.0111576,0.0083682,0.013947,0.0069735,0.0111576,0.0097629,0.0111576,0.0125523,0.013947,0.0167364,0.0167364,0.0181311,0.0181311,0.0125523,0.0097629,0.0111576,0.0111576,0.0195258,0.027894,0.027894,0.0195258,0.0125523,0.0055788,0.0195258,0.0209205,0.0195258,0.0404463,0.0348675,0.0251046,0.0181311,0.0153417,0.013947,0.0223152,0.0251046,0.0334728,0.0320781,0.0334728,0.0111576,0.0069735,0.0167364,0.0069735,0.013947,0.0237099,0.0237099,0.013947,0.0055788,0.0069735,0.0111576,0.0083682,0.0125523,0.0209205,0.0153417,0.0209205,0.0167364,0.0027894,0.0027894,0.0083682,0.0167364,0.0083682,0.013947,0.0111576,0.0041841,0.0055788,717
0.00877193,0.00877193,0.00438596,0.00438596,0.00877193,0.0131579,0,0.0175439,0.0131579,0.00877193,0.00438596,0.0131579,0.0175439,0.00877193,0.0219298,0,0.00438596,0.00438596,0.00877193,0.0263158,0.00877193,0.00438596,0.00438596,0.00877193,0.0131579,0.0219298,0.0175439,0.0350877,0.0657895,0.0350877,0.00877193,0.0307018,0.0263158,0.0175439,0.0219298,0.0438596,0.0570175,0.0175439,0.00877193,0.00438596,0.0131579,0.0263158,0.0263158,0.0307018,0.0394737,0.00877193,0.0131579,0.00438596,0.00438596,0.00438596,0,0.0307018,0.0175439,0.0175439,0.0131579,0.0175439,0.0175439,0.00438596,0.00877193,0.0131579,0.0219298,0.00438596,0.0131579,0,228
0.00856717,0.00918798,0.00980879,0.013037,0.0108021,0.00893966,0.0100571,0.00732555,0.00732555,0.0101813,0.0124162,0.0124162,0.0139061,0.0119195,0.0126645,0.00831885,0.00844301,0.0115471,0.0155202,0.0188726,0.0230941,0.0153961,0.0131612,0.00906382,0.0124162,0.0140303,0.018376,0.0649367,0.065185,0.0171343,0.0114229,0.0115471,0.0110504,0.0132853,0.0192451,0.0664266,0.0686615,0.0189968,0.0124162,0.0101813,0.00918798,0.0101813,0.0152719,0.0198659,0.0223491,0.0175068,0.0129128,0.00720139,0.00918798,0.0110504,0.0126645,0.0135336,0.0139061,0.0119195,0.0100571,0.00844301,0.00980879,0.0078222,0.00831885,0.0105538,0.0115471,0.0106779,0.00956047,0.00918798,8054
0.00703164,0.0104219,0.00979407,0.0107986,0.00941738,0.00954294,0.0100452,0.00652938,0.00765947,0.00728277,0.0109242,0.0159468,0.0159468,0.0124309,0.0079106,0.0109242,0.0107986,0.0116775,0.0197137,0.0262431,0.0258664,0.0175791,0.0121798,0.00904068,0.00866399,0.0159468,0.0268709,0.0469613,0.0507283,0.0264942,0.0139377,0.0102963,0.0124309,0.0145655,0.0237318,0.0423154,0.0489704,0.0281266,0.0143144,0.0124309,0.00991964,0.0128076,0.0199648,0.0238574,0.0276243,0.0198393,0.0151934,0.0101708,0.00966851,0.00966851,0.0104219,0.0151934,0.0125565,0.0131843,0.00841286,0.00941738,0.0102963,0.00816173,0.00929181,0.0102963,0.011552,0.010673,0.0104219,0.00891512,7964
0.00749906,0.0106237,0.0119985,0.00899888,0.00999875,0.0141232,0.0108736,0.00812398,0.00887389,0.00999875,0.0112486,0.0138733,0.0154981,0.0113736,0.0103737,0.00887389,0.0124984,0.0114986,0.0196225,0.0271216,0.0261217,0.0182477,0.0126234,0.0101237,0.0103737,0.0168729,0.023872,0.0439945,0.0377453,0.0247469,0.016123,0.00999875,0.0107487,0.0168729,0.0253718,0.0457443,0.0419948,0.0281215,0.0126234,0.0108736,0.0121235,0.0134983,0.0213723,0.0277465,0.0247469,0.0167479,0.0147482,0.0109986,0.0101237,0.0106237,0.0122485,0.0166229,0.016123,0.0132483,0.0109986,0.00899888,0.00612423,0.0104987,0.00937383,0.00974878,0.0111236,0.00924884,0.00812398,0.00849894,8001
0.00672834,0.00756939,0.0126156,0.00756939,0.00925147,0.0126156,0.0100925,0.0100925,0.00252313,0.00925147,0.0134567,0.0109336,0.0159798,0.0109336,0.0168209,0.0134567,0.0109336,0.0117746,0.0126156,0.0176619,0.0168209,0.0058873,0.00925147,0.0109336,0.0100925,0.0109336,0.020185,0.0656013,0.0714886,0.0210261,0.0176619,0.0142977,0.0126156,0.0142977,0.0168209,0.0698066,0.0613961,0.0185029,0.0109336,0.0100925,0.00756939,0.0117746,0.0159798,0.0151388,0.0126156,0.0117746,0.0142977,0.0151388,0.0117746,0.00925147,0.0210261,0.00756939,0.0168209,0.00756939,0.0117746,0.00925147,0.0109336,0.0109336,0.0100925,0.0151388,0.0109336,0.0117746,0.0109336,0.00841043,1189
0.00807537,0.00538358,0.00538358,0.00672948,0.00538358,0.0121131,0.00807537,0.00672948,0.0107672,0.00807537,0.00807537,0.013459,0.0107672,0.00942127,0.00807537,0.0121131,0.0121131,0.00672948,0.013459,0.0107672,0.0228802,0.013459,0.0201884,0.00807537,0.0188425,0.0107672,0.0188425,0.0471063,0.0538358,0.0121131,0.00807537,0.0107672,0.0107672,0.0107672,0.025572,0.0659489,0.0820996,0.0242261,0.0107672,0.0107672,0.00672948,0.0121131,0.0161507,0.0188425,0.0215343,0.0228802,0.0107672,0.00807537,0.00403769,0.013459,0.0282638,0.0174966,0.0121131,0.0174966,0.0174966,0.0161507,0.0148048,0.0107672,0.00942127,0.013459,0.0107672,0.0121131,0.0121131,0.00538358,743
0.00882888,0.0085692,0.0085692,0.0103869,0.0109063,0.00727084,0.00727084,0.00545313,0.0109063,0.0111659,0.0119449,0.0119449,0.013503,0.00960789,0.0103869,0.0116853,0.0119449,0.0101272,0.014282,0.0207738,0.0173981,0.0140223,0.00986757,0.00960789,0.0085692,0.0116853,0.0179174,0.0771228,0.0727084,0.0173981,0.012724,0.00597247,0.0116853,0.00934822,0.0145417,0.07141,0.0781615,0.0181771,0.014282,0.0129836,0.012724,0.0137627,0.0145417,0.0168787,0.0171384,0.0145417,0.0103869,0.0109063,0.0109063,0.0085692,0.0106466,0.0153207,0.0116853,0.0109063,0.013503,0.00882888,0.00727084,0.00908855,0.00908855,0.0114256,0.0116853,0.0119449,0.0085692,0.0085692,3851
0.00743802,0.0123967,0.0107438,0.00950413,0.0115702,0.00702479,0.00743802,0.00991736,0.0103306,0.0119835,0.0123967,0.0119835,0.0157025,0.00950413,0.0103306,0.00785124,0.011157,0.0128099,0.0132231,0.0231405,0.0214876,0.0115702,0.0136364,0.00867769,0.0132231,0.0128099,0.0260331,0.0652893,0.0719008,0.0247934,0.0152893,0.00909091,0.00826446,0.0119835,0.0198347,0.0665289,0.0669421,0.0161157,0.0128099,0.00867769,0.0103306,0.014876,0.0119835,0.0235537,0.0194215,0.0152893,0.0128099,0.00826446,0.00826446,0.0119835,0.00909091,0.0115702,0.0115702,0.00950413,0.00619835,0.00909091,0.00867769,0.00867769,0.00909091,0.0119835,0.0123967,0.00909091,0.00702479,0.00785124,2420
0.00702028,0.00390016,0.0109204,0.0132605,0.0109204,0.0109204,0.00780031,0.00780031,0.00624025,0.00858034,0.0109204,0.0140406,0.0195008,0.00936037,0.0148206,0.00936037,0.0179407,0.0140406,0.0218409,0.0226209,0.0202808,0.0140406,0.00702028,0.00780031,0.0109204,0.0117005,0.024961,0.050702,0.0553822,0.0234009,0.0195008,0.0163807,0.0124805,0.0148206,0.0218409,0.0460218,0.0639626,0.024181,0.0148206,0.0117005,0.00858034,0.0148206,0.0179407,0.0195008,0.0202808,0.0187207,0.0132605,0.0109204,0.00858034,0.0124805,0.0124805,0.00936037,0.0124805,0.00936037,0.0148206,0.00234009,0.00624025,0.00780031,0.0195008,0.0101404,0.0124805,0.0101404,0.00858034,0.00546022,1282
